web-scraper-order,web-scraper-start-url,Name,Description
"1544977602-108","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 13, Chapter 2","Federation President Aennik Okeg's first state trip took him to Cestus III, where the Klingon Empire agreed to a new round of Federation-moderated talks aimed at ending their war with the Gorn.

While the Federation diplomatic team, led by Alexander Roshenko, hoped for a successful cease fire agreement that would open the door to expand the summit to deal with Klingon-Federation trade and defense agreements that are set to expire in 2394, it quickly became obvious that neither the Klingons nor the Gorn were willing budge.

Three weeks into the talks, representatives for the Klingons and Gorn were still haggling over the official agenda for negotiations, and even a personal appeal to Chancellor Martok by Federation Ambassador Worf failed to speed up the process.

The Federation Council met in emergency session to debate possible incentives the Federation could offer the Gorn and Klingons, but all peace efforts collapsed on Stardate 69259.56 when a Gorn and Nausicaan fleet attacked the Klingon world of Ogat.

Fighting raged around Ogat for more than two weeks before Klingon Defense Forces pushed the Gorn and Nausicaans out of the system. The Klingons denounced the attack as dishonorable and Martok formally pulled the Empire out of all peace negotiations.

Klingon and Gorn ships attacked one another on sight, and when the U.S.S. Montana tried to intervene in one skirmish it was heavily damaged by Klingon disruptor fire."
"1544977602-231","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The History of New Romulus: Volume 6, Chapter 4","Some people claiming this is a paradise. If it is, then paradise is full of dangers.

We have to wear tags to track our radiation exposure if we spend to long in the wild. Mother says she has to be very careful to sterilize any plant samples she brings aboard the ship. It's all manageable for now, but we will need to manage our stores of anti-radiation drugs very carefully.

Also we've detected pockets of geothermal instability. A plan to use geothermal power for the housing pods had to be scrapped because it could have caused a major seismic event.

The science team thinks whis was the site of a cataclysmic event or events that destabilized the entire planet. The native flora and fauna adapted long ago. We are the intruders here now.

If we stay here, we will have to adapt as well."
"1544977602-43","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 3, Chapter 5","Thwarted in their attempts to find a role in the Romulan government, the Unification movement, represented by Ambassador Spock, pressed its case with the Federation Council.

The Council took up the matter of formally supporting the Unificationists, but was heavy influenced by Councilor T'Los of Vulcan, who stated that the result of the unification of the two races could not be predetermined, which the probable course of the Romulans and Vulcans remaining separate could be reasonably predicted. Therefore, her only logical choice was to protect the Vulcan way of life by opposing unification.

The council did not reach a decision on whether or not to support the Unificationists, and voted to table the matter. The bill was not expected to return to the Council floor for debate again."
"1544977602-96","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 11, Chapter 5","On Cardassia Prime, the Detapa Council spent most of the year mustering support for a slate of reform measures designed to expand personal freedoms and promote business development. While the population enjoyed its newfound liberty and the Oralian spiritual movement flourishes, many Cardassians were uncertain about this new direction for their world.

The council's task was complicated by Gul Madred and his followers, who used the expansions in freedom of speech and assembly to organize rallies promoting a return to the ""true"" ways of the Cardassian Union.

A task force made up of scientists assigned to the U.S.S. Pasteur, commanded by Captain Beverly Crusher, and the Cardassian Ministry of Science announced that it had found a possible cure for Yarmin Fel Syndrome. The compound, synthesized from a rare flower that grew in the most remote areas of Cardassia Prime, could not be replicated. Because of the limited supply of the drug, it was expected to be several years before the treatment was fully tested and ready for public use."
"1544977602-70","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 7, Chapter 7","On Ferenginar, protests rocked the capital for two days after Grand Nagus Rom used tax proceeds to start free schools. Many Ferengi saw the free education as an assault on traditional values, and the demonstrations continued until Rom charged each protester ten slips of latinum for mass assembly without a proper permit.

To get a permit to protest, Rom charged a bar of latinum. Proceeds were used to fund the educational system."
"1544977602-124","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 15, Chapter 6","When Ambassador Worf returned to Qo'noS, he found he was in need of a new executive aide. The ambassador's son, Alexander Rozhenko, had resigned his position as a diplomat for the Federation and left Qo'noS, sending his son D'Vak to stay with Worf and his family.

""Alex tried to live like a good Klingon, but his heart was never in it,"" a source told the Federation News Service. ""When his wife left, that was the breaking point.""

""I think what B'Enn really loved was belonging to the House of Martok. After the Chancellor died, she was ready to move on.""

Friends said D'Vak's mother B'Enn had returned to her home on H'atoria and Rozhenko was on what he called a ""personal exploration.""

His first stop was Boreth. While there, he planned to undergo the Challenge of Spirit."
"1544977602-247","https://sto.gamepedia.com/Accolade/Lore#Volume_1","Voth Cultural Expert","You recovered all seven datapads regarding the Voth in the battlezone."
"1544977602-130","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 17, Chapter 1","A medical crisis put a strain on the rebuilding of the Romulan Star Empire. An outbreak of Bloodfire ravaged the Kevratas system, ultimately spreading to multiple colony worlds.

The disease is lethal to several species, including Romulans, but is curable if treated promptly with a drug developed by Beverly Crusher. Praetor Taris seemed uninterested in treating the disease, however, preferring to stop its spread with a quarantine of the Kevratas system.

The quarantine was enforced by a blockade of Romulan ships, and stopped all food and medical shipments to the planet during its coldest season. Thousands died from disease and starvation.

""It seems like Taris is letting these people die like it's some sort of experiment to her,"" said Admiral Zelle, an expert on Romulan politics. ""If she ever saw someone die from Bloodfire, she'd have more compassion."""
"1544977602-131","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 17, Chapter 2","On Cardassia Prime, Detapa Council staffers completed a three-year audit of post-Dominion War assets. The audit found that the rebuilding of cities devastated by the Dominion bombardment was proceeding ahead of schedule, and that work crews could move to Lakarian City by the end of the year.

An ominous counterpoint to the successful rebuilding of the homeworld, however, was the fact that at least 75 warships and an undetermined amount of weapons known to have survived the war were missing.

""These aren't shuttlecraft, they're Galor-class warships!"" said Bajoran activist Crom Neret. ""Do you know what someone could do with firepower like this? That's enough to launch another invasion!""

Starfleet hastened to assure the Bajorans and Cardassians that they are safe. ""We're here. We will protect you,"" said Starfleet Command spokesperson Marie Durant. ""We will honor our treaties with the Detapa Council, and we will assist the Cardassian Defense Force in any way we can. These ships will be accounted for."""
"1544977602-104","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 12, Chapter 6","The Cardassian Datapa Council scored a major victory when it concluded negotiations with Ferengi Grand Nagus Rom for assistance in rebuilding their industrial complexes.

Rom agreed to provide the funding to rebuild factories, design houses and replication facilities, as well as to return to the Cardassian Ministry of Culture several valuable jevonite artifacts sacred to followers of the Oralians.

In return, Rom received exclusive trade agreements to distribute Cardassian trade goods once the factories reopen. While Rom was mocked by many Ferengi for his lack of lobes when it comes to business, if the deal succeeded it could be one of the mose lucrative arrangements in recent memory."
"1544977602-225","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The History of New Romulus: Volume 5, Chapter 6","I can't sleep. I feel like I'm about to crawl out of my skin. I'm cold but I can't stop sweating. It's so hard to concentrate that I can barely type these words.

I tried to meditate, to push this madness down into the hidden reaches of my soul, but it was no use. My blood is fire, burning through my veins, scourging away everything but need. It sings in my ears, drowning out every other sound.

I've shut myself in our quarters. Hidden in the dark. I can't be around anyone right now. Mother took Thel to stay with friends and Father ... he's gone. I think he's trying to find Saken.

Why isn't Saken here? Can't he hear the pounding in my head?"
"1544977602-31","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 1, Chapter 1","Following the Death of Praetor Shinzon at the Battle of Bassen Rift, the Romulan Government fell into disarray. Tal'aura, one of the few remaining members of the Romulan Senate and a former ally of Shinzon, declared herself the new Praetor, supported by Fleet Commander Tomalak as the new leader of the Imperial Defense Force.

However, Tal'aura's leadership was opposed by Commander Donatra, who with the support of Commander Suran and former Admiral Braeg retained control of the majority of the Fifth and Third fleets.

Any hope of a reconciliation between the two sides ended after the execution of Braeg, and Donatra vowed never to accept Tal'aura's rule.

Donatra's rebellion was not Tal'aura's only concern. The Remans, led by General Xiomek of the Reman Kapeszuk Battalion, demanded control of either a continent on Romulus or a planet with sufficient natural resources to maintain self-sufficient settlements as reparations for hundreds of years of slavery and exploitation. In response, Tal'aura cut shipments of food and needed supplies to Remus and commanded Tomalak to blockade the planet."
"1544977602-193","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 29, Chapter 1","The Klingon and Gorn invaded Cestus III, and Starfleet massed a fleet to defend the planet and its population.

""This area has been on the Gorn's list since the days of James T. Kirk,"" said Pike City Mayor Jae Aaron. ""But we're not afraid of the Gorn, or the Klingons, or anyone else for that matter. No one's leaving the stadium until the final inning.""

Starfleet officials tried to convince the colonists to evacuate for safety reasons, but the vast majority of them refused to leave. The residents of Cestus III vowed to stay and defend their homes.

""We appreciate the spirit of the Cestus III residents, but we implore them to consider evacuating. At least send the young and ill to safety,"" said Starfleet spokesperson Loris Brex.

""This is a war. We can't promise a happy ending."""
"1544977602-36","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 2, Chapter 3","Although Ambassador Spock had returned to Federation space, the unification movement he founded continued to grow on Romulus. Thousands of Romulans secretly studied Vulcan history and culture and worked toward reuniting the Romulans with the world their ancestors abandoned centuries ago.

Seeing the underground organization as another population exploited by the Romulan government, Xiomek of the Reman Kepeszuk Battalion allied with the Unification movement, although the two sides disagreed on how best to reach their goals. Xiomek wanted to seek a military solution to force the Romulans to accede to the Remans' demands, while the Unification movement sought nonviolent, diplomatic alternatives.

On Stardate 59480.33, Spock presented a formal request for aid for the Unification movement to the Federation Council, which agreed to take the matter under consideration."
"1544977602-42","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 3, Chapter 4","These are the words of Mojog, General of the Klingon Empire:

""It took months to convince Martok that the time was right to strike. He was concerned about the Federation, and whether this attack would challenge the alliance.

""It was none of their concern! We are Klingons! War is our birthright! The Romulans are our enemies!

""We swept across the borders in a wave of destruction, smashing their meager defenses and conquering all that we saw. Soon we reached Khitomer. The Romulans were weak and starving. They barely put up a fight. Hundreds of their soldiers fled like cowards before our warriors could even set foot on the planet.

""After almost forty years, the Romulans have finally paid for their sneak attack on our colony. The shades of the 4,000 Klingons killed in that massacre have their vengeance.

""Khitomer is ours again!"""
"1544977602-152","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 21, Chapter 1","The combined force of the Gorn and Nausicaan fleets initially repelled the Klingon advance, earning them a measure of respect for their ferocity in battle.

""The Gorn do not surrender,"" said K'Mek, captain of the I.K.S. Veqlargh. ""They fight almost as well as Klingons.""

Starfleet observers said that this time the Klingons may not have an easy victory. ""The Gorn are fighting for their homes,"" said Admiral Jorel Quinn. ""They're going to make the Klingons bleed for every meter of space.""

For its part, the Federation reinforced outposts and colonies along the border of Klingon space and prepared to handle any spillover of hostilities. However, standard orders were not to seek confrontation.

""We are protecting Federation citizens and property,"" said Starfleet spokesperson Marie Durant. ""But we have no interest in getting involved in what is a matter between the Klingon and the Gorn."""
"1544977602-28","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 27","Complete the Path to 2409: Volume 27."
"1544977602-24","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 23","Complete the Path to 2409: Volume 23."
"1544977602-182","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 26, Chapter 4","The Federation was gaining allies as well. The Cardassians agreed to a scientific exchange pact that further cemented the alliance between the Federation and the Detapa Council.

And on Ferenginar, Grand Nagus Rom used a portion of the profits from his trade agreements with the Cardassians to finance the passage of expanded technology and information sharing agreements with the Federation.

""He's tying us to those charity-loving, no-latinum no-goods in the Federation,"" raged Qaris, an independent Ferengi running a trading station in the Argelius system. ""I'm a legitimate businessman! I won't stand for it!""

While many Ferengi opposed closer ties with the Federation, and others saw the profit available in trading with the Klingon Empire and other Federation foes, Rom argued that the future of business depended on good relations with the Federation.

When opposition from the Economic Congress of Ferengi Advisers proved too costly to overcome, Rom took his victories and ended his fight for a formal alliance with the Federation."
"1544977602-46","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 4, Chapter 1","Intelligence operatives for Starfleet and the Klingon Empire continued to gather reports of unrest on Romulus. Praetor Tal'aura authorized food rationing and strict limits on replicator use on the homeworld, saying that the empire's resources must be reserved to support the military's campaign against Donatra and the breakaway Imperial Romulan State.

The shortages sparked rioting in the capital of Ki Baratan, and the struggle continued for two days before the praetor ordered troops to intervene. Observers on Romulus suggested that as many as 2,000 people died either in the initial riots or at the hands of Romulan troops.

The civil unrest and resistance from Romulan nobles strained Tal'aura's command of the empire. She called upon her allies in the Senate to help stabilize the government, and they responded by voting to expand the praetor's powers, giving Tal'aura the power to grant or remove noble titles, a privilege that previously only the emperor enjoyed. She also was granted the ability to declare war without Senate approval."
"1544977602-185","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 27, Chapter 1","The war between the Federation and the Klingon Empire heated up when the Klingon fleets invaded the Archanis Sector.

Long-desired by the Klingons, the sector was relinquished to the Federation in the mid-23rd century. Klingon forces invaded it in 2372 during the last Federation-Klingon war, and the area had been hotly contested by both factions ever since.

""We took it back once,"" said Commander Akira Sulu. ""We can do it again. I have utmost faith in the abilities and courage of my fellow Starfleet officers.""

Military observers predicted that the fight for the Archanis Sector will be a long one. ""The forces there are evenly matched,"" military strategist Sona of Vulcan told the Federation News Network. ""The Klingons and their allies are fierce fighters, but Starfleet has never lacked in courage or tenacity. There is an 82.47 percent chance that this struggle will continue for at least one year."""
"1544977602-73","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 8, Chapter 2","Starfleet Intelligence recommended that the Federation keep a close eye on activities of the Orion Syndicate. A multi-year crackdown on criminal activity in the Alpha and Beta Quadrants was successful in curbing the threat of the Syndicate for Federation citizens, but on Stardate 64163.8 Hassan the Undying assassinated top Syndicate boss Raimus on Farius Prime.

Raimus's death opened the door for Hassan's employer, Melani D'ian, to take over Raimus's Syndicate operations. Starfleet Intelligence estimated that after the assassination, Melani D'ian controlled as much as 30 percent of the Syndicate's operations. It was feared that other Syndicate bosses would attempt to topple her before she could extend her power base further, sparking a criminal war in the Alpha Quadrant.

Historians noted that Melani D'ian was the first Orion to rise to a top spot in Syndicate leadership in more than 20 years, and speculated that this could mark the return of the Orions as an interstellar power."
"1544977602-145","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 19, Chapter 6","In what was seen as a deliberate insult to Praetor Taris, General Tebok promoted General Velal to command of the Romulan Second Fleet. Velal was openly critical of the praetor and her policies, and was one of the officers responsible for negotiating the agreement that kept Kevatras under Romulan control.

Operatives for Starfleet Intelligence reported that the changeling known as Laas arrived in the Devos system with two other changelings. When Laas was last seen, he was searching for other changelings who had been sent to the Alpha Quadrant as observers. Whether or not these changelings were part of that group was unknown."
"1544977602-251","https://sto.gamepedia.com/Accolade/Lore#Volume_1","null","null"
"1544977602-179","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 26, Chapter 1","On Stardate 82001.36, Federation President Aennik Okeg informed the Klingon Empire that the Federation will not leave the Hromi Cluster or the sectors surrounding it.

""We will continue our explorations of the cluster. We will not uproot Federation settlements that have been in these sectors for decades. You claim you have ancient claims to this region of space. I say that current possession counts for something.""

""We do not want war,"" Okeg continues. ""But we will defend ourselves.""

The Klingon response was swift. Three days later a Klingon fleet invaded the Korvat system, a target that may have been chosen for its symbolic value. In 2289, the Korvat Colony was the site of the negotiations between the Federation and the Klingon Empire that were a contributing factor to the successful signing of the Khitomer Accords in 2293."
"1544977602-48","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 4, Chapter 3","The Cardassians made some gains in their efforts to rebuild their war-ravaged planet, signing a new agreement for aid from the Federation and beginning reconstruction of Lakarian City. Excavation of several sites on the planet revealed Hebitian relics, and the publication of these finds sparked a resurgence of interest among Cardassians in ancient religious and cultural practices.

The Oralians, a religious group dating back to the Hebitian civilization that was outlawed by the Cardassian Union, began openly holding services and seeking adherents among the Cardassian population. The rise of this spiritual movement was opposed by the followers of the True Way, which continued to call for a return to the totalitarian practices of the Union."
"1544977602-59","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 6, Chapter 3","When the U.S.S. Enterprise-E returned to Earth, Chief Engineer Geordi La Forge requested a long-term leave of absence from Starfleet to work on personal projects, including a plan to build and test his own starship designs. His first project, however, was to assist the team at the Soong Foundation studying the Soong-type android B-4.

With La Forge's help, on Stardate 62762.91 the team unlocked what it called the ""Data Matrix,"" successfully accessing the personality, knowledge and memories of Data, who had downloaded this information into B-4 before his destruction in the Battle of Bassen Rift. The Data persona asserted itself over B-4's more primitive programming, and the android was then able to assist the Soong Foundation team to upgrade the positronic brain and recreate the emotion chip invented by Dr. Noonian Soong. In a statement to the Federation News Service, a representative for the team said he was confident that their work would be completed in months."
"1544977602-92","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 11, Chapter 1","Raids on civilian ships and settlements along the borders of the Klingon Empire and Gorn Hegemony rose dramatically in 2390. Starfleet identified at least eight places near the border where the Nausicaans were constructing bases hidden in asteroid belts or nebulae.

Starfleet Command did not consider these bases to be a major threat, but the Federation Transport Union, which represented a large number of civilian freighter captains, demanded that Starfleet increase its patrols in the border regions and offer additional protections for civilian shipping traffic.

The debate on what to do raged for much of the year, and the few Starfleet vessels assigned to the region struggled to deal with the swift raider attacks. By the time a starship could respond to a distress signal, it was often too late to catch the Nausicaan ships."
"1544977602-100","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 12, Chapter 2","After Starfleet withdrew from the Romulan border, Chancellor Martok agreed to honor his promise to participate in Federation-mediated peace talks with the Gorn. Representatives from the Klingons, Gorn and Nausicaans converged on Deep Space K-7 for the conference, and the Federation sent some of its most celebrated diplomats to oversee the talks.

Initial progress appeared promising, but two days into the conference Ambassador Zogozin of the Gorn was seriously injured by an explosive device hidden in a serving cart. The Klingon, Gorn and Nausicaan delegations made plans for immediate departure, but all are blocked from leaving the station by Starfleet security, which locked down the station during the hunt for Zogozin's attacker.

Two days after the attack, J'dah, a Klingon officer with ties to the extremist groups opposed to Martok's rule, was found dead. Security officers determined that J'dah was killed by a disruptor blast at close range and shoved out an airlock hours after the explosion that injured Zogozin.

If J'dah's body had not snagged on a piece of the station's hull, it may have been lost. Forensic evidence proved that J'dah was the person who planted the explosive that injured the Gorn ambassador, but his killer was never found. Journals left behind in J'dah's quarters indicate that his intended target may have been the Federation negotiation team, all of whom escaped unscathed."
"1544977602-238","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Last Days of the Dewans: Part Three","When you have explored every inch of your own world, when you have stood at the peak of the highest mountain and plunged deep beneath the sea, then you turn your eyes to the stars.

It was difficult at first to get support for space exploration. The cost was very high, and the chance of success was slim. Other needs were more pressing. Politicians talked about the folly of wasting resources that could be used for the people here on Dewa.

The folly, however, would have been not to explore. To stagnate. Space was calling. A million gems in the sky, each one holding secrets to explore.

Long ago, the stories said our gods came from the stars. Now we would join them."
"1544977602-6","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 5","Complete the Path to 2409: Volume 5."
"1544977602-163","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 23, Chapter 2","A Klingon religious sect claiming that Miral Paris is the kuvah'magh attacked the U.S.S. Pike during Paris's senior cadet cruise. The Klingons managed to beam onboard the Pike by transmitting a distress signal and convincing the Pike that they need help to repair their vessel's failing life support systems.

Pike security teams were able to contain the raiders, who were transported back to Earth for questioning. No one was injured.

""This is an isolated incident,"" said Starfleet spokesperson Marie Durant. ""We do not expect Cadet Paris to have any problems in her Starfleet career."""
"1544977602-156","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 22, Chapter 1","Starfleet Intelligence observers reported a possible uprising in Romulan space that could further destabilize the already troubled empire.

""Velal has had enough,"" said one anonymous observer. ""But to get rid of the devil, he might be making a deal with Fek'Ihr.""

The commander of the Romulan Second Fleet reported met with Sela and some of her exiled followers in the Zeta Volantis system. Following that rendezvous, General Velal gathered a trusted group of ship commanders.

""Taris must be removed for the good of the Empire,"" said a source close to General Velal. ""Velal's alliance with Sela will give him the ships and weapons he needs to make that happen. We don't want a civil war, but we know that there will be some parts of the fleet that will remain loyal to the praetor."""
"1544977602-69","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 7, Chapter 6","All was not work for Ambassador Worf in 2386, though. He wed Grilka in a traditional Klingon ceremony with his family and many of his friends from Starfleet in attendance.

A surprise guest at the wedding of Worf and Grilka was Data. With his upgrades at the Soong Foundation complete, Data requested that his commision in Starfleet be reactivated. While there were some initial questions because the Data persona was in the body once used by B-4, after Jean-Luc Picard, William T. Riker and several other current and former members of the Enterprise crew testified on Data's behalf, Starfleet Command agreed to reinstate the android. He was promoted to captain and assigned to supervise the completion of the Enterprise-E's refit.

On Stardate 63894.06, the refit of the Enterprise-E was complete and the ship, helmed by Captain Data, left the Utopia Planitia shipyards. ""We are introducing a new era of exploration and peace,"" said Starfleet Command spokesperson Commander Marie Durant.

Another update by Starfleet is its uniforms. Starfleet completed a redesign of the uniform code and by the end of the year all of its officers were wearing the new designs."
"1544977602-111","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 13, Chapter 5","One of the Romulans' construction projects was Rihan, a new capital city on Rator III. The first building completed was used to house meetings of the Romulan Colonial Organizational Committee, which was formed under the direction of Admiral Taris.

The committee completed some initial groundwork for a new government, but was beset by the in-fighting and factionalization that had plagued the Romulans since the destruction of their homeworld.

A group of moderates suggested that the Romulans needed a single figure to focus their energies and cited historical records of Romulan monarchs.

Reminders of Donatra declaring herself empress of a breakaway state troubled some members of the committee, but Admiral Taris indicated that she would support the revival of the monarchy. However, Taris said that any move to crown a ruler must be made by the Romulan people."
"1544977602-18","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 17","Complete the Path to 2409: Volume 17."
"1544977602-110","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 13, Chapter 4","On Cardassia Prime, the Detapa Council enacted a series of reform measures designed to promote population growth and economic stability.

Benefits were offered to families with more than one child, and thousands of soldiers displaced when the Cardassian military was disabled were provided with retraining and placement into Cardassia's burgeoning civilian industries. Many former military officers ended up employed by Gul Madred in his mining facilities in the Septimus system.

Madred's mines were operating at such a high capacity that he began exporting kelindide and uridium through Ferengi brokers. His first major buyers were Romulans, who were desperate to rebuild ships and expand their colonies."
"1544977602-54","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 5, Chapter 4","But the upheaval in Romulan space was not the only potential war that loomed on the horizon.

On Stardate 61829.83, the I.K.S. Quv was attacked by a Gorn ship. Two hundred and seven Klingons died in the battle.

Representatives of King Xrathis of the Gorn claimed that the commander of their warship was acting without orders, but refused to surrender the surviving crew of the Quv to the Klingon Empire. In response, Chancellor Martok expelled Gorn diplomats from Klingon space and ordered ships to the Empire's border with the Gorn Hegemony."
"1544977602-114","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 14, Chapter 3","Drex, son of Martok, challenged J'mpok after his father's death, accusing him of murdering Martok in dishonorable combat. However, Drex was seen by most as callow and unworthy of taking up his father's mantel. B'vat, the Arbiter of Succession, quickly rejected his claim to his father's position.

Undaunted, Drex claimed the Right of Vengeance and challenged J'mpok to combat. Drex was severely injured in the ensuing battle, but J'mpok declined to kill him. Other challengers to J'mpok's claim quickly faded away, and his claim to the position of Chancellor was ratified by the High Council.

The regime change in the Klingon Empire was a major cause for concern for the Federation, and President Okeg recalled Ambassador Worf to Earth for consultations. Ultimately, the Federation decided to take a wait-and-see approach, welcoming J'mpok and inviting him to meet the Federation at his earliest convenience.

In response, J'mpok sent word through an intermediary that while he appreciated Okeg's offer, affairs on the homeworld would keep him occupied for some time."
"1544977602-21","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 20","Complete the Path to 2409: Volume 20."
"1544977602-65","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 7, Chapter 2","After the Romulan Mining Guild discovered overmining has destabilized Remus and recommended that the population of that frozen world be moved elsewhere, Colonel Xiomek of the Remans spoke to the Romulan Senate. He argued that if the Remans are to be moved, that they should be given a continent on Romulus for their new home. The full Senate overwhelmingly rejected his proposal.

With the backing of Donatra, Rehaek and Praetor Chulan, an alternative plan was reached. The Remans instead were offered the planet of Crateris in the distant Gamma Crateris system. The site of a failed Romulan colony, the planet had a harsh climate and is beset by almost constant electrical storms but was rich in dilithium, decalithium and heavy metals.

Xiomek agreed, because even the harsh climate of Crateris was a significant improvement over Remus. Thousands of Remans boarded colony ships and made the move to their new home."
"1544977602-132","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 17, Chapter 3","Nausicaan forces working for the Gorn Hegemony destroyed three Klingon outposts with a coordinated surprise attack. J'mpok waved off accusations of being unprepared by remarking that ""there are always casualties in war,"" and then retaliated by sending General D'ald and the Klingon Defense Force's Seventh Fleet to the Orelious [sic] system.

The fleet obliterated a hidden Nausicaan base in the Orelious IX asteroid belt, and then proceeded to hunt down and destroy every Nausicaan ship that escaped before the base was destroyed.

One ship is missing from the Seventh Fleet's attack. When Captain Klor of the I.K.S. Kang refused to fully investigate the claims of the Undine captured in the Rha'darus system, Ja'rod, the second officer, led an uprising of the crew. Klor and his first officer were executed, and the crew proclaimed Ja'rod to be the new captain.

After transmitting a coded message to Qo'noS, the Kang cloaked. Its whereabouts were unknown."
"1544977602-252","https://sto.gamepedia.com/Accolade/Lore#Volume_1","null","null"
"1544977602-133","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 17, Chapter 4","After the I.K.S. Kang disappeared from sensors, General D'ald ordered the ship to return to its patrol, but there was no response. At that point, J'mpok stepped in and ordered D'ald to stop attempting to locate Captain Ja'rod.

Observers of Klingon Empire politics speculated that J'mpok could be attempting to curry favor with the Houses of Torg and Duras by giving Ja'rod a free rein. Both of those Houses were among the oldest in the Empire, with ties that stretched back to the Imperial bloodline.

While their losses in the Klingon civil war of 2368 and subsequent defeats had dimmed the house of Duras' luster, there are many houses that still owed favors or outright allegiance to Duras. Also, these observers say, Captain Klor was a member of a house loyal to the House of Martok, so his death was no great loss for the Chancellor.

""Trying to understand the intricacies of the Great Houses is like trying to play anbo-jyutsu with bat'leths,"" said Tag Morkek of the Tellar News Service. ""Everyoone is going to be bloody when it's over. There are oaths of honor and feuds that stretch back for hundreds of years, and you never know when someone's going to call in a debt taken on by your great-great-great grandfather."""
"1544977602-158","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 22, Chapter 3","On Qo'noS, the Klingon High Council was rocked by the revelation that Councilor Konjah was an Undine.

What Starfleet Intelligence learned about the situation is this. After a night of revelry in the First City, Konjah was walking with two other Klingons back to his lodgings when he was attacked by Lethean mercenaries. The telepathic assault forced Konjah to lose his humanoid form, and he shifted into his true appearance.

The Undine masquerading as Konjah was killed, and his body taken to the High Council chambers. Chancellor J'mpok then stripped the House of Konjah of its titles and status, and its members were either killed or forced into hiding.

""It was a witch hunt,"" says Lor Toret, a Bajoran who owned a restaurant on Qo'noS before the Khitomer Accords were dissolved in 2399. ""I still have a lot of friends in the capital, and they're telling me that Konjah's family was hunted down like they were all Undine.

The sad thing is that no one knows how long the Undine had been in Konjah's place or what happened to the original. Did they kill him, or is he stuck in some Undine prison?"""
"1544977602-16","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 15","Complete the Path to 2409: Volume 15."
